Number,Station name,Latitude,Longitud
55160,NEMINGAH (NEMINGHA (CRESSFIELD)),-31.166,151.063
55162,DUNGOWAN (ECHO HILLS),-31.173,151.196
55164,WEABONGA (STONELEIGH),-31.180,151.303
55170,DUNGOWAN (AVOCA),-31.219,151.117
55171,DUNGOWAN STATION,-31.253,151.185
55172,WEABONGA (MONOMEETH),-31.212,151.317
55181,DUNGOWAN (RAVENCROFT),-31.255,151.121
55183,DURI (ASHGROVE) NO 142,-31.297,150.859
55186,OGUNBIL (BEANA BRAE),-31.343,151.294
55190,GOWRIE SOUTH,-31.366,150.836
55193,OGUNBIL (WATERFALL),-31.373,151.350
55194,GOWRIE NORTH,-31.337,150.854
55195,GOWRIE (LALLYBROCH),-31.437,150.891
55202,GUNNEDAH AIRPORT AWS,-30.954,150.249
55213,GOWRIE (ROTHERFIELD),-31.500,150.200
55239,PINE RIDGE (ROUND ISLAND),-31.588,150.480
55243,WILLOW TREE (GLENORA),-31.614,150.775
55246,KANKOOL (THE COTTAGE),-31.700,150.783
55255,QUIRINDI (SPRING VALE),-31.527,150.763
55263,MULLALEY(KEIGHO),-30.958,149.684
55268,BOGGABRI (BE-BARA),-30.832,149.774
55273,BOGGABRI (NEOTSFIELD),-30.820,149.837
55279,TAMWORTH (HILLGROVE),-31.094,150.738
55298,BOWLING ALLEY POINT (POPLARS),-31.398,151.153
55301,MULLALEY (KIRKBRIGHT),-31.011,149.766
56001,SAPPHIRE (ARGYLE),-29.718,151.355
56007,TINGHA (CRYSTAL HILL),-29.931,151.294
56011,GLEN INNES POST OFFICE,-29.737,151.737
56012,GLEN INNES GASWORKS,-29.750,151.733
56013,GLEN INNES AG RESEARCH STN,-29.695,151.694
56015,GLEN MORRISON POST OFFICE,-31.183,151.533
56016,GUYRA POST OFFICE,-30.220,151.671
56022,LEGUME (NEW KOREELAH),-28.462,152.351
56025,DUNDEE (RANGERS VALLEY),-29.533,151.750
56026,RED RANGE (VICTORIA ST),-29.775,151.894
56029,EMMAVILLE (STRATHBOGIE),-29.456,151.479
56030,TANGLEY,-30.150,151.550
56033,TINGHA POST OFFICE,-29.955,151.211
56037,ARMIDALE (TREE GROUP NURSERY),-30.524,151.672
56040,CULLENDORE (ASHGLEN),-28.480,152.103
56077,WALCHA (CRAIGDARROCH),-31.068,151.502
56078,NIANGALA (INGALBA),-31.183,151.440
56080,GLEN MORRISON (MILLBANK),-31.218,151.520
56082,NIANGALA (ASHLAND),-31.242,151.423
56083,GLEN MORRISON (BRANGA PLAINS),-31.264,151.547
56095,WELLINGROVE (BRYDONE),-29.578,151.556
56096,GLEN INNES (REDDESTONE (REDBANK)),-29.591,151.627
56098,DUNDEE (KARINGA),-29.582,151.948
56100,WELLINGROVE (WANGALEA),-29.630,151.567
56115,GLEN INNES (LYNDALE),-29.702,151.825
56144,BOOROLONG,-30.300,151.500
56161,GUYRA (GOWAN BRAE),-30.156,151.876
56167,STANBOROUGH (ROCKFIELD),-30.003,151.083
56169,TINGHA (CHESTERTON),-30.024,151.146
56176,BUNDARRA (GLENDALE),-30.137,151.258
56229,GUYRA HOSPITAL,-30.212,151.679
56242,INVERELL (RAGLAN ST),-29.780,151.112
56243,GLEN INNES AIRPORT AWS,-29.678,151.694
57001,EBOR (GLENOWEN),-30.366,152.232
57005,DRAKE (VILLAGE RESOURCE CENTRE),-28.928,152.376
57008,GEORGES CREEK,-30.750,152.200
57009,GIRARD STATE FOREST,-28.900,152.300
57011,JEOGLA STATION,-30.577,152.110
57013,KUNDERANG EAST (KENEBREE),-30.816,152.145
57014,GLEN ELGIN (GLENBROOK),-29.558,152.139
57017,JEOGLA (JEOLGA OLD.SF.SITE),-30.617,152.183
57023,EBOR (WONGWIBINDA),-30.289,152.170
57024,WOODENBONG (UNUMGAR ST),-28.388,152.608
57028,HILLGROVE (HILLVIEW),-30.564,151.907
57045,TIA (HIGHRENT),-31.189,151.855
57046,GUYRA (MYLOE),-30.285,151.855
57049,GUYRA  (LYNDHURST),-30.312,152.052
57051,BARYULGIL (MOUNTAIN VIEW),-29.191,152.590
57082,GLEN INNES (MT MITCHELL FOREST),-29.646,152.094
57085,OLD BONALBO (ALCHERINGA),-28.568,152.586
57093,CANGAI (SMELTER CREEK),-29.510,152.490
58001,BALLINA (CROWLEY VILLAGE),-28.853,153.569
58002,BANGALOW (FOWLERS LANE),-28.648,153.512
58004,MUMMULGUM (BINGEEBEEBRA),-28.786,152.768
58006,BRUSHGROVE (CLARENCE ST),-29.566,153.081
58009,BYRON BAY (CAPE BYRON LIGHTHOUSE),-28.639,153.636
58011,CHILLINGHAM,-28.313,153.276
58013,CONDONG SUGAR MILL,-28.317,153.433
58017,CUDGEN PLANTATION,-28.300,153.550
58020,MURWILLUMBAH (DUNGAY (TALESWOOD)),-28.289,153.365
58024,GRAFTON CITY COUNCIL,-29.700,152.900
58025,SOUTH GRAFTON POST OFFICE,-29.707,152.940
58026,GREVILLIA (SUMMERLAND WAY),-28.441,152.830
58027,HARWOOD ISLAND (HARWOOD SUGAR MILL),-29.423,153.253
58032,KYOGLE POST OFFICE,-28.622,153.003
58036,CHILLINGHAM (LIMPINWOOD),-28.310,153.223
58056,TWEED HEADS GOLF CLUB,-28.203,153.550
58057,TYALGUM (WANUNGARA VIEW),-28.336,153.224
58059,ULMARRA (NEWSAGENCY),-29.631,153.029
58065,BROADWATER SUGAR MILL,-29.017,153.433
58067,TOMEWIN (BORDER GATE),-28.241,153.378
58073,COPMANHURST (FERNGLEN),-29.535,152.801
58074,KANGAROO CREEK (JALOOM),-29.931,152.866
58077,GRAFTON RESEARCH STN,-29.622,152.960
58086,GUNDARIMBA (KOOLOOL),-28.856,153.278
58091,SPRING HILL,-28.800,153.500
58093,WOLLONGBAR (CENTRAL PARK DRIVE),-28.819,153.416
58102,GRAFTON SOUTH (SOUTH GRAFTON  (YEERONG)),-29.737,152.785
58103,BRUNSWICK HEADS BOWLING CLUB,-28.551,153.548
58109,TYALGUM (KERRS LANE),-28.369,153.171
58113,GREEN PIGEON (MORNING VIEW),-28.474,153.086
58115,GREVILLIA  (LINDESAY VIEW),-28.385,152.879
58129,KUNGHUR (THE JUNCTION),-28.470,153.253
58130,GRAFTON OLYMPIC POOL,-29.682,152.928
58138,KANGAROO CREEK  (HAYFIELD),-29.854,152.903
58141,LOADSTONE (HIGH VIEW),-28.412,152.983
58146,KYOGLE (LARKIN STREET),-28.621,152.998
58212,EVANS HEAD RAAF BOMBING RANGE AWS,-29.183,153.396
59001,BELLINGEN POST OFFICE,-30.452,152.898
59009,CORAMBA (GLENFIDDICH),-30.236,153.017
59013,DORRIGO POST OFFICE,-30.342,152.712
59021,MEGAN (THE MOUNT),-30.283,152.783
59022,GUY FAWKES 2,-30.400,152.400
59024,NAMBUCCA HEADS BOWLING CLUB,-30.644,153.000
59029,RALEIGH POST OFFICE,-30.450,153.000
59030,SOUTH WEST ROCKS (SMOKY CAPE LIGHTHOUSE),-30.922,153.087
59037,URUNGA (SUNSET PLACE),-30.496,153.012
59039,WOOLGOOLGA (CLEAR PLACE),-30.105,153.196
59042,GLENREAGH POST OFFICE,-30.050,152.978
59051,WOOLGOOLGA STATE FOREST,-30.117,153.183
59052,WILLAWARRIN (DENLEIGH),-30.900,152.663
59067,DORRIGO (MYRTLE ST),-30.344,152.713
59078,PROMISED LAND (BELLINGEN (CRYSTAL CREEK),-30.349,152.903
59094,BELLINGEN (THE OBSERVATORY),-30.417,152.867
59120,THUMB CREEK (FIGTREE),-30.680,152.608
59139,NANA GLEN (COWLING CLOSE),-30.103,153.000
59140,DORRIGO (OLD CORAMBA RD),-30.344,152.719
60000,BELLANGRY STATE FOREST 524,-31.317,152.583
60009,COOLONGALOOK STATE FOREST,-32.200,152.317
60014,ELLERSTON (GLENROCK),-31.683,151.400
60015,GLOUCESTER POST OFFICE,-32.006,151.960
60016,GREENWOOD,-31.800,151.500
60023,HARRINGTON (OXLEY ANCHORAGE CARAVAN PARK,-31.871,152.683
60028,SEAL ROCKS CAMPING RESERVE,-32.432,152.523
60030,TAREE (PATANGA CL),-31.891,152.471
60031,TELEGRAPH POINT (FARRAWELLS ROAD),-31.336,152.785
60036,WINGHAM (LANARK CLOSE),-31.862,152.344
60037,BUNDOOK (GLENHAUGH),-31.887,152.112
60042,CRAVEN (LONGVIEW),-32.153,151.951
60052,UPPER ROLLANDS PLAINS (GREENACRES),-31.232,152.591
60053,BRETTI (VINEGAR HILL),-31.797,151.906
60055,LONG FLAT POST OFFICE,-31.437,152.491
60075,GLOUCESTER (UPPER BOWMAN),-31.950,151.792
60104,NOWENDOC (GREEN HILLS),-31.414,151.598
61001,ALLANDALE (TINGARA),-32.717,151.417
61012,COORANBONG (AVONDALE),-33.089,151.463
61017,DUNGOG POST OFFICE,-32.402,151.758
61021,GOORANGOOLA,-32.300,151.200
61023,GOSFORD (GERTRUDE PLACE),-33.434,151.338
61024,GRESFORD POST OFFICE,-32.427,151.538
61025,GRETA POST OFFICE,-32.683,151.383
61026,GUNDY (MILLER ST),-32.012,150.997
61034,EAST MAITLAND BOWLING CLUB,-32.748,151.583
61040,MERRIWA (GUMMUN PLACE),-32.138,150.358
61048,MULBRING (VINCENT STREET),-32.903,151.482
61050,SEDGEFIELD (BUNDAJON),-32.500,151.286
61052,MUSCLE CREEK (CLENDINNING),-32.267,151.067
61055,NEWCASTLE NOBBYS SIGNAL STATION AWS,-32.918,151.798
61058,OWENS GAP (T.O.K.),-32.050,150.700
61065,ABERDEEN (ROSSGOLE),-32.140,150.728
61070,SINGLETON POST OFFICE,-32.567,151.167
61072,TAHLEE (CARRINGTON (CHURCH ST)),-32.667,152.015
61073,MERRIWA (TERRAGONG),-32.078,150.370
61075,MERRIWA (BOWGLEN),-32.228,150.216
61079,WINGEN (MURRULLA),-31.868,150.881
61081,WOLLONG,-32.900,151.500
61083,WYONG (WYONG GOLF CLUB),-33.272,151.432
61087,GOSFORD (NARARA RESEARCH STATION) AWS,-33.395,151.329
61093,OURIMBAH (DOG TRAP ROAD),-33.364,151.328
61094,GLENBAWN DAM,-32.106,150.992
61097,MOONAN FLAT (HIGH ST),-31.920,151.236
61105,GLENBIE,-32.267,150.517
61108,GOSFORD STATE NURSERY,-33.400,151.300
61136,SALISBURY (BARRINGTON WILDERNESS COTTAGE,-32.152,151.523
61143,BULGA (DOWN TOWN),-32.654,151.021
61149,GLEN ALICE (EURELLA),-33.017,150.250
61152,CONGEWAI (GREENOCK),-32.999,151.291
61158,GLENDON BROOK (LILYVALE),-32.507,151.378
61164,LAGUNA (MURRAYS RUN),-33.105,151.168
61170,DUNGOG - MAIN CREEK (YERANDA),-32.281,151.795
61191,BULGA (SOUTH WAMBO),-32.613,150.976
61192,MUSWELLBROOK (SPRING CREEK (CASTLE VALE),-32.209,150.737
61201,WATAGAN CENTRAL,-33.026,151.188
61211,COLO HEIGHTS (MOUNTAIN PINES),-33.357,150.707
61215,RYLSTONE (KELGOOLA),-32.872,150.299
61220,YARRAMALONG (LEWENSBROOK),-33.238,151.300
61270,BOWMANS CREEK (GRENELL),-32.271,151.144
61273,NORAH HEAD LIGHTHOUSE,-33.281,151.576
61275,SINGLETON ARMY,-32.613,151.172
61294,AVOCA BEACH BOWLING CLUB,-33.467,151.412
61317,SANDY HOLLOW (MT DANGER VINEYARDS),-32.333,150.567
61318,WOY WOY (EVERGLADES COUNTRY CLUB),-33.501,151.309
61334,GLEN ALICE,-33.049,150.232
61346,HUNTER SPRINGS (WONDECLA),-31.863,151.440
61351,PEATS RIDGE (WARATAH ROAD),-33.310,151.244
61371,SINGLETON WATER BOARD,-32.569,151.159
61375,MANGROVE MOUNTAIN AWS,-33.289,151.211
61392,MURRURUNDI GAP AWS,-31.742,150.794
61397,SINGLETON STP,-32.590,151.174
62003,MUMBIL (BURRENDONG DAM),-32.666,149.102
62012,CUDGEGONG (KIORA),-32.733,149.750
62013,GULGONG POST OFFICE,-32.363,149.533
62014,HARGRAVES (GENERAL STORE),-32.788,149.464
62020,BYLONG (MONTORO),-32.501,150.033
62021,MUDGEE (GEORGE STREET),-32.596,149.596
62023,OLINDA (SPRINGDALE),-32.850,150.133
62028,GOOLMA (BROOKLYN),-32.495,149.270
62031,ILFORD (WARRANGUNYAH),-32.948,149.775
62032,WOLLAR (BARRIGAN ST),-32.359,149.948
62033,HARGRAVES (WEEROONA),-32.867,149.367
62073,MOLONG (FERNLEIGH),-32.967,148.923
62075,GALAMBINE (GOOREE PARK),-32.475,149.515
62084,BUDGEE BUDGEE (BOTOBOLAR VINEYARD),-32.501,149.713
62089,HARGRAVES (EDGE HILL),-32.894,149.381
62101,MUDGEE AIRPORT AWS,-32.563,149.615
63000,ABERCROMBIE (ABERCROMBIE BRIDGE),-33.954,149.325
63001,ORANGE (ADAIR),-33.194,149.008
63004,BATHURST GAOL,-33.417,149.550
63005,BATHURST AGRICULTURAL STATION,-33.429,149.556
63012,RUNNING STREAM (BROOKLYN),-33.025,149.879
63013,BERAMBING,-33.537,150.441
63017,ORANGE (CANOBOLAS PUBLIC SCHOOL),-33.306,149.046
63018,ORANGE (CANOBOLAS STATE FOREST),-33.393,149.023
63022,COWRA AG RESEARCH STATION,-33.802,148.704
63025,TARALGA (GRATHAWAI),-34.283,149.783
63028,FAULCONBRIDGE (ST GEORGES CRESCENT),-33.693,150.529
63029,MANDURAMA (GALLYMONT (HOMELEIGH)),-33.744,149.105
63030,OBERON (GINGKIN),-33.889,149.937
63032,GOLSPIE (AYRSTON),-34.279,149.665
63033,GURNANG STATE FOREST (OBERON (YOUNG ADUL,-34.011,149.837
63040,KINGS TABLELANDS,-33.767,150.383
63042,KURRAJONG POST OFFICE,-33.556,150.668
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD),-33.535,150.634
63058,MULLION CREEK (MULLION RANGE FOREST),-33.093,149.128
63062,LITHGOW (NEWNES FOREST CENTRE),-33.367,150.238
63065,ORANGE POST OFFICE,-33.283,149.100
63066,ORANGE (MCLAUGHLIN ST),-33.274,149.111
63067,ORANGE 3,-33.333,149.100
63077,SPRINGWOOD (VALLEY HEIGHTS),-33.706,150.585
63080,BLACK SPRINGS (SWATCHFIELD),-33.891,149.710
63085,PALING YARDS (ULABRI),-33.181,149.741
63087,BLACK SPRINGS FORESTRY,-33.846,149.740
63089,WATTLE FLAT GENERAL STORE,-33.141,149.693
63094,BIGGA (WOOLBROOK),-33.996,149.124
63113,ORANGE (ANGULLONG),-33.550,148.910
63116,BIGGA (WYOMING),-34.086,149.139
63118,BILPIN (FERN GROVE),-33.516,150.489
63119,CROOKED CORNER (WINGADEENA),-34.235,149.265
63125,TARALGA (WOWAGIN),-34.440,149.730
63136,YETHOLME (KURRAWONG),-33.430,149.845
63164,LITHGOW (KYLIE PARK),-33.555,150.112
63180,GLEN ALICE (WATERVALE),-33.065,150.095
63185,GLENBROOK BOWLING CLUB,-33.764,150.619
63188,BLACK SPRINGS,-33.850,149.750
63198,BURRAGA 2,-34.000,149.500
63211,BIGGA (GREENMANTLE),-33.930,149.097
63224,LITHGOW (BIRDWOOD ST),-33.490,150.150
63226,LITHGOW (COOERWULL),-33.477,150.130
63231,ORANGE AIRPORT COMPARISON,-33.382,149.123
63236,THE LAGOON (SPRINGFIELD),-33.554,149.604
63237,ORANGE TV CHANNEL CNB8,-33.300,149.117
63247,GLENARA,-33.600,150.650
63254,ORANGE AGRICULTURAL INSTITUTE,-33.321,149.083
63259,CARCOAR (ERROWANBANG),-33.550,149.050
63267,WYANGALA DAM,-33.973,148.945
63271,TUENA (WYOMING),-34.041,149.365
63301,BOWEN MOUNTAIN (GRANDVIEW LANE),-33.578,150.634
63303,ORANGE AIRPORT AWS,-33.377,149.126
63307,TARALGA (KIRIWIN),-34.341,149.789
64000,BEARBUNG (ALLER),-31.635,148.846
64007,NEILREX (CAIGAN),-31.723,149.256
64008,COONABARABRAN (SHOWGROUNDS),-31.279,149.279
64010,ELONG ELONG (BENDEELA ST),-32.114,149.036
64020,PURLEWAUGH (KEODOEL LANE),-31.343,149.508
64024,GILGANDRA (WALLUMBURRAWANG),-31.562,148.955
65003,BODANGORA POST OFFICE,-32.450,149.000
65007,CARGO POST OFFICE,-33.417,148.817
65012,DUBBO (DARLING STREET),-32.239,148.609
65013,EUGOWRA POST OFFICE,-33.426,148.369
65017,GAREMA,-33.553,147.935
65018,GEURIE POST OFFICE,-32.399,148.828
65019,GOOLOOGONG POST OFFICE,-33.615,148.435
65020,MANILDRA (GEORGE ST),-33.183,148.694
65023,MOLONG (HILL ST),-33.088,148.858
65024,PARKES (NELUNGALOO (NELUNGALOO)),-33.179,147.977
65028,WELLINGTON (SPRINGFIELD),-32.800,148.800
65032,WANDOO WANDONG,-32.700,148.400
65034,WELLINGTON (D&J RURAL),-32.563,148.950
65035,WELLINGTON RESEARCH CENTRE,-32.506,148.971
65072,GAREMA (FOREST LODGE),-33.612,148.149
65107,DUBBO (MURONBUNG (BRIDGEVIEW)),-32.171,148.971
66000,ASHFIELD BOWLING CLUB,-33.885,151.134
66002,BALGOWLAH (ETHEL STREET),-33.800,151.251
66004,BEXLEY BOWLING CLUB,-33.943,151.110
66005,BONDI BOWLING CLUB,-33.883,151.267
66006,SYDNEY BOTANIC GARDENS,-33.866,151.216
66013,CONCORD GOLF CLUB,-33.852,151.099
66014,CRONULLA SOUTH BOWLING CLUB,-34.070,151.151
66017,FIVE DOCK (BARNWELL PARK GOLF COURSE),-33.868,151.119
66018,EARLWOOD BOWLING CLUB,-33.933,151.117
66020,EPPING CHESTER STREET,-33.769,151.085
66036,MARRICKVILLE GOLF CLUB,-33.919,151.140
66044,CROMER GOLF CLUB,-33.725,151.272
66045,NEWPORT BOWLING CLUB,-33.657,151.319
66051,LITTLE BAY (THE COAST GOLF CLUB),-33.983,151.250
66055,LIDCOMBE (CARNARVON GOLF CLUB),-33.867,151.033
66056,ROSEVILLE BOWLING CLUB,-33.783,151.183
66057,RYDE PUMPING STATION,-33.817,151.100
66063,WAHROONGA RESERVOIR,-33.721,151.113
66070,STRATHFIELD GOLF CLUB,-33.885,151.073
66078,LUCAS HEIGHTS (ANSTO),-34.052,150.980
66080,CASTLE COVE (ROSEBRIDGE AVE),-33.781,151.204
66085,GRANVILLE RSL BOWLING CLUB,-33.836,151.013
66087,EASTWOOD BOWLING CLUB,-33.793,151.086
66098,ROSE BAY (ROYAL SYDNEY GOLF CLUB),-33.881,151.266
66109,HUNTERS HILL (THE BUNGALOW),-33.800,151.100
66119,MOUNT KURING-GAI (LEDORA FARM),-33.640,151.141
66120,GORDON GOLF CLUB,-33.762,151.146
66130,NORTHBRIDGE (SAILORS BAY),-33.817,151.217
66134,GRANVILLE SHELL REFINERY,-33.832,151.034
66141,MONA VALE GOLF CLUB,-33.679,151.308
66156,MACQUARIE PARK (WILLANDRA VILLAGE),-33.779,151.112
66157,PYMBLE (CANISIUS COLLEGE),-33.737,151.152
66158,TURRAMURRA (KISSING POINT ROAD),-33.737,151.127
67002,CASTLEREAGH (CASTLEREAGH ROAD),-33.667,150.670
67009,GLENFIELD (MACQUARIE),-33.967,150.900
67010,GLENORIE (OLD NORTHERN RD),-33.591,151.009
67014,MAROOTA (OLD TELEGRAPH ROAD),-33.462,151.003
67015,BRINGELLY (MARYLAND),-33.970,150.725
67024,ST MARYS BOWLING CLUB,-33.767,150.767
67031,WINDSOR BOWLING CLUB,-33.610,150.815
67052,BEROWRA (GOODWYN ROAD),-33.625,151.149
67068,BADGERYS CREEK MCMASTERS F.STN,-33.868,150.728
67108,BADGERYS CREEK AWS,-33.897,150.728
67117,HOLSWORTHY CONTROL RANGE,-33.980,150.925
68006,BELANGLO STATE FOREST,-34.537,150.253
68009,BURRAWANG (RANGE STREET),-34.596,150.519
68011,CAMDEN BOWLING CLUB,-34.050,150.717
68013,MENANGLE JMAI,-34.126,150.738
68022,DAPTO BOWLING CLUB,-34.500,150.788
68027,GERRINGONG (MAYFLOWER VILLAGE),-34.747,150.821
68028,HELENSBURGH (SAWAN ST),-34.191,150.975
68030,MITTAGONG (HIGH RANGE),-34.374,150.300
68033,MITTAGONG (MARIST RILEYS FARM),-34.459,150.493
68034,JERVIS BAY (POINT PERPENDICULAR LIGHTHOU,-35.094,150.805
68036,KANGAROO VALLEY (MAIN RD),-34.736,150.533
68038,KIAMA BOWLING CLUB,-34.675,150.852
68040,MITTAGONG (MAGUIRES CROSSING),-34.483,150.533
68041,MENANGLE,-34.100,150.700
68044,MITTAGONG (ALFRED STREET),-34.447,150.457
68053,PORT KEMBLA SIGNAL STATION,-34.477,150.913
68054,ROBERTSON (CAALONG STREET),-34.585,150.593
68062,HIGH RANGE (WANGANDERRY),-34.345,150.268
68063,WATERFALL (GARRAWARRA H),-34.167,150.967
68069,WOLLONGONG POST OFFICE,-34.433,150.883
68080,GREENWELL POINT BOWLING CLUB,-34.916,150.731
68081,CAMPBELLTOWN SWIMMING CENTRE,-34.083,150.817
68085,NERRIGA (TOLWONG),-34.849,150.135
68089,JOADJA (GREENWALK),-34.429,150.235
68093,SUTTON FOREST (ELING FOREST),-34.569,150.258
68109,TALLONG (CAOURA),-34.783,150.167
68123,WINDANG BOWLING CLUB,-34.533,150.868
68137,BROGERS CREEK UPPER (COOKVILLE),-34.700,150.683
68162,TALLONG,-34.750,150.167
68177,MADDENS PLAINS (BOOMERANG GOLF LINKS),-34.252,150.944
68188,WOLLONGONG UNIVERSITY,-34.403,150.880
68197,FOXGROUND ROAD,-34.738,150.767
68204,SUSSEX INLET BOWLING CLUB,-35.170,150.591
68229,BENDALONG STP,-35.244,150.510
69002,BEGA (NEWTOWN ROAD),-36.688,149.838
69005,BERMAGUI SOUTH (YOUNG STREET),-36.427,150.079
69006,BETTOWYND (BELLARINGAH),-35.697,149.791
69012,BURRAGATE POST OFFICE,-37.017,149.617
69014,COBARGO POST OFFICE,-36.388,149.888
69016,MILTON (SARAH CLAYDON VILLAGE),-35.317,150.443
69019,CATHCART (MOUNT DARRAGH),-36.840,149.526
69021,NALBAUGH STATE FOREST,-37.067,149.350
69023,NELLIGEN  (THULE ROAD),-35.649,150.145
69032,WAPENGO LAKE ROAD,-36.605,150.019
69041,CHARLEYONG (NERRIGA ROAD),-35.251,149.916
69042,MORUYA (THE LAGOON),-35.766,149.942
69049,NERRIGA COMPOSITE,-35.117,150.085
69050,COBARGO (WANDELLOW),-36.297,149.842
69051,UPPER BROGO (UPPER BROGO RD),-36.469,149.773
69055,GREEN CAPE LIGHTHOUSE,-37.261,150.050
69060,BOMBALA (NUNGATTA),-37.233,149.400
69065,BROGO (HAWKS HEAD ROAD),-36.568,149.751
69137,GREEN CAPE AWS,-37.262,150.050
69139,BEGA AWS,-36.672,149.819
70001,MARULAN (ARTHURSLEIGH),-34.567,150.050
70009,BUKALONG STATION,-36.797,149.197
70010,BUNGARBY (MERAMBEGO),-36.733,149.000
70011,BUNGENDORE POST OFFICE,-35.255,149.445
70012,BUNGONIA (INVERARY PARK),-34.900,149.971
70013,BOMBALA (CAMBALONG),-36.888,149.111
70026,DELEGATE POST OFFICE,-37.043,148.942
70027,DELEGATE (WEEWALLA),-37.049,148.993
70028,YASS (DERRINGULLEN),-34.742,148.890
70030,BUNGENDORE (DOUGLAS),-35.183,149.400
70032,FAIRLIGHT STATION,-35.229,148.914
70034,FROGMORE,-34.274,148.840
70035,BUNGENDORE (GIDLEIGH),-35.308,149.473
70037,GOULBURN,-34.750,149.867
70040,GOULBURN (CHERRYTON),-34.687,149.554
70042,GUNDAROO (BAIRNSDALE),-35.033,149.267
70043,GUNNING RURAL SUPPLIES,-34.782,149.268
70044,COOMA (GURRABEAL),-36.050,149.083
70045,HALL (LOCHLEIGH),-35.155,149.057
70055,GOULBURN (KIPPILAW),-34.750,149.595
70059,BELCONNEN (WEETANGERRA),-35.244,148.994
70063,MARULAN (GEORGE ST),-34.714,150.003
70064,MICHELAGO (SOGLIO),-35.680,149.160
70069,CROOKWELL  (GUNDOWRINGA),-34.544,149.574
70071,GOULBURN (POMEROY),-34.651,149.502
70072,QUEANBEYAN BOWLING CLUB,-35.355,149.229
70077,GOULBURN (SPRINGFIELD),-34.903,149.670
70079,TARAGO (KILDARE),-35.117,149.600
70080,TARALGA (COMMUNITY GARDEN),-34.400,149.817
70083,THARWA GENERAL STORE,-35.509,149.067
70084,TOMBONG (OLD TOMBONG),-36.932,148.939
70086,TARAGO (WILLEROO),-35.033,149.517
70088,YARRA (ROWE S LAGOON),-34.895,149.520
70096,BERREBANGALO,-34.900,149.200
70103,CANBERRA (DUNTROON MILITARY COLLEGE),-35.300,149.100
70105,MOUNT FAIRY (MERIGAN),-35.167,149.593
70107,DELEGATE STATION,-37.048,148.928
70119,BIG HILL (GLEN DUSK),-34.568,149.997
70135,MUMMELL (KANGAROOBIE),-34.661,149.620
70137,GURRUNDAH (WANDONGA),-34.668,149.433
70143,BRAYTON (LONGREACH),-34.639,149.954
70144,TARALGA (CIRCLE C),-34.408,149.883
70147,GOULBURN (HILLWOOD),-34.560,149.738
70153,DALGETY (SEVERN PARK),-36.465,148.934
70169,GINNINDERRA CSIRO,-35.197,149.084
70171,RUGBY (CAROVALE),-34.394,148.994
70172,GUDGENBY,-35.750,148.983
70181,GLENFERGUS,-36.250,149.267
70183,WINDELLIMA (BUDJONG),-35.067,149.883
70208,CRAIGIE (FINCHLEY),-37.135,149.060
70213,GURRUNDAH (ASHWELL),-34.648,149.396
70233,SUTTON THE ANCHORAGE,-35.219,149.275
70239,DELEGATE (WALLENDIBBY EAST),-36.898,148.743
70242,ARANDA (BINDAGA ST),-35.257,149.074
70247,CANBERRA (AUSTRALIAN NATIONAL BOTANIC GA,-35.278,149.109
70249,GARRAN (FEDERAL GOLF CLUB),-35.330,149.110
70258,COOMA NORTH GERINGA AVENUE,-36.217,149.133
70261,JERRABATTGULLA (GILSTON),-35.690,149.587
70263,GOULBURN TAFE,-34.749,149.703
70277,MELBA (VERBRUGGHEN STREET),-35.212,149.051
70285,GOULBURN ST JOHNS,-34.767,149.700
70299,NUMERALLA (GLOCCA MORRA),-36.183,149.347
70312,NAMADGI NATIONAL PARK (GLENDALE CROSSING,-35.692,149.005
70313,TARAGO (WOODLAWN MINES),-35.067,149.583
70326,CRAIGIE (BONDI FOREST LODGE),-37.147,149.150
70330,GOULBURN AIRPORT AWS,-34.809,149.731
70339,TUGGERANONG (ISABELLA PLAINS) AWS,-35.418,149.094
71005,DALGETY (HAMILTON ST),-36.503,148.840
71014,PAUPONG STATION,-36.623,148.668
71021,JINDABYNE (GLOCHINBAH),-36.482,148.587
71034,GUTHEGA POWER STATION,-36.352,148.412
71041,THREDBO VILLAGE,-36.503,148.304
71042,INGEBYRA (GROSSES PLAINS),-36.602,148.468
72000,ADELONG (TUMUT ST),-35.309,148.064
72003,ARGALONG (THE FARM),-35.308,148.412
72006,BIG SPRINGS,-35.300,147.400
72019,HOLBROOK (GLENFALLOCH),-35.662,147.555
72020,GREEN HILLS STATE FOREST,-35.517,148.050
72025,JINGELLIC (MORNING SIDE),-35.929,147.705
72030,LANKEYS CREEK (WOODRIDGE),-35.817,147.667
72033,MARAGLE STATION,-35.917,148.083
72035,MURRAGULDRIE STATE FOREST 1,-35.500,147.617
72040,WAGGA WAGGA (BERRILLEE),-35.229,147.332
72048,SPRINGVALE,-35.500,148.167
72049,WOOMARGAMA (WOOMARGAMA ESTATE),-35.856,147.285
72050,WYMAH (GWANDALLEN),-36.035,147.271
72056,BLOWERING DAM,-35.395,148.247
72059,ALBURY GRAMMAR SCHOOL,-36.067,146.933
72065,JINGELLIC,-35.926,147.700
72078,GARRYOWEN (YALLOCK),-35.677,147.518
72083,ADELONG (THE WILLOWS),-35.440,147.928
72097,ALBURY PUMPING STATION,-36.082,146.955
