Time,Day,Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Soil_Temperature
20120613,165,13/06/2012,31.2,11.2,0,4.2,19.9,12.3,27.1,92.5,18.93
20120614,166,14/06/2012,32.4,11.6,0,4,19.9,13,26.7,95.2,19.64
20120615,167,15/06/2012,33.9,12.9,0,5.1,20,15.4,29.1,100,21.02
20120616,168,16/06/2012,33.2,14.7,0,5,19.9,17.2,33.8,100,21.85
20120617,169,17/06/2012,31.1,14.4,0,5.8,19.8,17.1,37.8,100,20.86
20120618,170,18/06/2012,30.2,14.6,0,7.9,19.9,10.2,23.8,61.4,20.63
20120619,171,19/06/2012,29.5,12,0,5.6,19.8,8.1,19.6,57.8,18.77
20120620,172,20/06/2012,29.1,8.7,0,4.9,19.9,10.3,25.6,91.6,16.59
20120621,173,21/06/2012,29.8,7.9,0,4.6,19.8,11.5,27.4,100,16.37
20120622,174,22/06/2012,30.8,7.4,0,5.7,19.7,9.9,22.3,96.2,16.45
20120623,175,23/06/2012,26,12.7,0,6.1,19.8,6.7,19.9,45.7,17.84
20120624,176,24/06/2012,25.8,11.2,0,6.3,19.7,4.7,14.2,35.4,16.85
20120625,177,25/06/2012,26.5,8,0,6.7,19.8,5.5,15.9,51.3,15.15
20120626,178,26/06/2012,28,8.4,0,5.7,19.8,14.6,38.6,100,15.98
20120627,179,27/06/2012,30,9.8,0,4.1,19.7,9.2,21.7,76,17.61
20120628,180,28/06/2012,30.4,10.4,0,4.8,19.8,10.7,24.6,84.9,18.13
20120629,181,29/06/2012,31.6,10,0,4.4,19.8,11.4,24.5,92.9,18.35
20120630,182,30/06/2012,31.5,11.4,0,5.7,19.8,13,28.1,96.5,19.17
20120701,183,1/7/2012,29.8,13.4,0,8.6,21,10.2,24.3,66.4,19.74
20120702,184,2/7/2012,26.9,10.3,0,6.3,21,7.2,20.3,57.5,16.72
20120703,185,3/7/2012,26.6,8.7,0,7.4,21.1,5.4,15.5,48,15.62
20120704,186,4/7/2012,26.2,8.1,0,7.6,21,5,14.7,46.3,15.1
20120705,187,5/7/2012,26.3,5.2,0,5.7,21.1,5.3,15.5,60,13.36
20120706,188,6/7/2012,27,8.4,0,5.7,21.2,6.1,17.1,55.4,15.59
20120707,189,7/7/2012,29.7,11.6,0,4.9,21.3,10.1,24.2,74,18.6
20120708,190,8/7/2012,33.3,13.4,0,4,20.7,14.9,29.1,97,21.1
20120709,191,9/7/2012,33.5,18.3,0,6,21,18,34.8,85.6,24.18
20120710,192,10/7/2012,32,20,0,4.6,20,21.7,45.6,92.9,24.64
20120711,193,11/7/2012,33.9,19,0,4.7,21.1,23.3,44,100,24.76
20120712,194,12/7/2012,34.9,20.5,0,6.5,20,24.3,43.5,100,26.07
20120713,195,13/07/2012,35.6,18.9,0,5.4,21.5,23.3,40.1,100,25.36
20120714,196,14/07/2012,35.4,18.1,0,6.4,20.5,22.5,39.1,100,24.79
20120715,197,15/07/2012,30.4,21.8,0,7.9,21.2,16.5,38,63.2,25.13
20120716,198,16/07/2012,33.8,18.9,0,7.9,21.8,8.2,15.6,37.6,24.66
20120717,199,17/07/2012,32.3,15.8,0,7.7,21.8,13.1,27.1,73,22.18
20120718,200,18/07/2012,30.6,13.9,0,8.2,21.8,8.6,19.6,54.2,20.36
20120719,201,19/07/2012,30.3,11.5,0,7.6,21.8,6.7,15.5,49.4,18.77
20120720,202,20/07/2012,29.4,11.7,0,8,21.9,5.4,13.2,39.3,18.54
20120721,203,21/07/2012,27.3,10.2,0,6.4,21.9,5.6,15.4,45,16.81
20120722,204,22/07/2012,27.7,9.4,0,5.9,21.8,5.3,14.3,45,16.48
20120723,205,23/07/2012,28.9,8.5,0,5.9,22,9.5,23.9,85.7,16.39
20120724,206,24/07/2012,30.6,9.9,0,4.5,22.2,11.5,26.2,94.3,17.9
20120725,207,25/07/2012,32.3,13.2,0,4.9,22.2,15.5,32.1,100,20.59
20120726,208,26/07/2012,33,15.9,0,5.6,21.3,19.5,38.8,100,22.51
20120727,209,27/07/2012,31.3,19.7,0,8.3,21.6,11.7,25.6,51,24.19
20120728,210,28/07/2012,27.5,14.6,0,7.2,22.5,5,13.6,30.1,19.59
20120729,211,29/07/2012,28,9.2,0,6.7,22.4,6.7,17.7,57.6,16.47
20120730,212,30/07/2012,28.8,11.7,0,7.3,22.6,6.5,16.4,47.3,18.31
20120731,213,31/07/2012,28.5,10.8,0,7.5,22.8,5.6,14.4,43.3,17.64
20120801,214,1/8/2012,28.9,8.1,0,6.9,22.8,7.4,18.6,68.6,16.14
20120802,215,2/8/2012,30.1,8.1,0,5.9,22.8,8.4,19.7,77.8,16.61
20120803,216,3/8/2012,31.9,9.2,0,5.9,23,13.5,28.6,100,17.98
20120804,217,4/8/2012,32.1,10.8,0,3.1,23.1,12.1,25.3,93.5,19.04
20120805,218,5/8/2012,32.6,11.9,0,5.6,23.2,13.6,27.7,97.7,19.9
20120806,219,6/8/2012,32,11.8,0,6.9,23.4,10.8,22.7,78.1,19.61
20120807,220,7/8/2012,31.1,9.6,0,6.3,23.4,10.8,23.9,90.4,17.91
20120808,221,8/8/2012,30.9,10.5,0,6.6,23.5,14.1,31.6,100,18.39
20120809,222,9/8/2012,31.8,12.2,0,8.3,23.6,17,36.2,100,19.78
20120810,223,10/8/2012,32,12.8,0,6.4,23.9,13.5,28.4,91.4,20.22
20120811,224,11/8/2012,29.6,11,0,9.7,23.9,4.1,9.9,31.3,18.19
20120812,225,12/8/2012,27.1,6.6,0,6.2,23.7,4.8,13.4,49.3,14.53
20120813,226,13/08/2012,28,6.8,0,5.9,24,9.4,24.9,95.2,15
20120814,227,14/08/2012,30.1,7.2,0,7.1,24.2,8.3,19.5,81.8,16.06
20120815,228,15/08/2012,30.9,9.9,0,5.9,24.4,14.7,32.9,100,18.02
20120816,229,16/08/2012,32.3,9.2,0,6.5,24.4,10.7,22.1,92,18.13
20120817,230,17/08/2012,33.4,11.3,0,7.6,24.5,10.9,21.2,81.5,19.85
20120818,231,18/08/2012,33.9,11.9,0,7.3,24.9,13.1,24.8,94.1,20.41
20120819,232,19/08/2012,33.6,14.6,0,6.5,25,11.8,22.7,71.1,21.95
20120820,233,20/08/2012,32.8,12.3,0,7.5,24.9,9.8,19.7,68.6,20.23
20120821,234,21/08/2012,34.1,9.7,0,7.7,24.9,8.6,16.1,71.5,19.14
20120822,235,22/08/2012,34.6,12.1,0,5.9,25.1,13,23.6,92.1,20.8
20120823,236,23/08/2012,35.9,12.6,0,6.6,25.4,15.3,25.9,100,21.61
20120824,237,24/08/2012,36.8,17.8,0,7.3,25.5,22.5,36.2,100,25.15
20120825,238,25/08/2012,35.8,19.6,0,7.7,24.4,21.5,36.6,94.3,25.86
20120826,239,26/08/2012,36.7,18.1,0,8.2,25.6,18.3,29.6,88.2,25.29
20120827,240,27/08/2012,35.6,17.2,0,8,26,12.6,21.7,64.2,24.32
20120828,241,28/08/2012,34.6,12.5,0,8.8,26,11.8,21.5,81.5,21.05
20120829,242,29/08/2012,35.3,11.6,0,7.4,26.1,9.8,17.1,71.8,20.76
20120830,243,30/08/2012,35.5,13.9,0,6.2,26.3,16.4,28.4,100,22.25
20120831,244,31/08/2012,35.6,15.6,0,7.5,25.4,17.3,29.8,97.7,23.33
20120901,245,1/9/2012,35.7,16.7,0,8.1,24.7,13.5,23.1,71.1,24.05
20120902,246,2/9/2012,35.6,14.4,0,7.7,24.6,11.1,19.1,67.7,22.6
20120903,247,3/9/2012,35.7,13.8,0,9.8,24.7,10.5,18,66.6,22.27
20120904,248,4/9/2012,35.6,14.8,0,6.6,24.6,19.3,33.2,100,22.84
20120905,249,5/9/2012,36.2,16.3,0,6.3,25.2,20.7,34.5,100,24
20120906,250,6/9/2012,35.9,19.9,0,7.4,24.4,21.2,35.9,91.3,26.09
20120907,251,7/9/2012,36.9,18.4,0,8.1,25.2,22,35.2,100,25.55
20120908,252,8/9/2012,35.3,18.1,0,8.2,25.7,14.5,25.4,69.9,24.75
20120909,253,9/9/2012,35.1,17.3,0,9.2,25.4,5.1,9,25.8,24.18
20120910,254,10/9/2012,36.1,15,0,7.9,25.5,6.3,10.5,37,23.16
20120911,255,11/9/2012,36.5,16.4,0,10.9,25.9,15.3,25.1,82.1,24.17
20120912,256,12/9/2012,37,18,0,7.9,25.8,14.2,22.6,68.8,25.35
20120913,257,13/09/2012,37.2,17.8,0,8.1,26.2,18.9,29.8,92.8,25.3
20120914,258,14/09/2012,36.5,20.6,0,11.3,26.2,15.7,25.7,64.7,26.75
20120915,259,15/09/2012,35.4,16.6,0,8.2,26.2,13.4,23.3,71,23.87
20120916,260,16/09/2012,35.6,14.9,0,9.4,26.2,10.3,17.7,60.8,22.9
20120917,261,17/09/2012,37.1,12.6,0,6.3,26.6,10.4,16.5,71.3,22.07
20120918,262,18/09/2012,37.6,16.8,0,7.8,26.6,20,30.8,100,24.84
20120919,263,19/09/2012,38.2,17.8,0,8,26.9,19.5,29.1,95.7,25.69
20120920,264,20/09/2012,38.9,16,0,8.8,27.1,19.3,27.7,100,24.86
20120921,265,21/09/2012,39.1,17.4,0,9.6,27.1,19.1,27.2,96.2,25.79
20120922,266,22/09/2012,39.4,18.9,0,8.3,27.1,19.8,27.7,90.7,26.83
20120923,267,23/09/2012,40.1,19,0,9.5,27.4,18.9,25.5,86.1,27.16
20120924,268,24/09/2012,39.5,21.4,0,8,27.7,20.5,28.5,80.5,28.4
20120925,269,25/09/2012,38.9,21.3,0,8,27.5,21.3,30.6,84.1,28.11
20120926,270,26/09/2012,39.1,23.3,0,8.1,27.9,24.2,34.4,84.6,29.41
20120927,271,27/09/2012,40.3,24,0,7.9,27.3,22.4,29.9,75.1,30.3
20120928,272,28/09/2012,39.8,24.3,0,9.4,28.1,25.4,34.8,83.6,30.29
20120929,273,29/09/2012,36.4,24.1,0,9.8,26.5,25.1,41.3,83.6,28.86
20120930,274,30/09/2012,34.6,22.5,9,6.1,27,24.8,45.1,91,27.18
20121001,275,1/10/2012,35.1,22.8,0,8.6,25.8,22.7,40.1,81.8,27.56
20121002,276,2/10/2012,35.1,18.8,0,6.2,28.3,6.7,11.8,30.9,25.1
20121003,277,3/10/2012,36.6,15.9,0,6.6,28.4,12.7,20.7,70.3,23.9
20121004,278,4/10/2012,37.3,21.6,0,7.5,23.4,23.3,36.5,90.3,27.67
20121005,279,5/10/2012,37.2,23,0,7.8,24.8,24.2,38.1,86.2,28.49
20121006,280,6/10/2012,36.9,25.5,0,6.1,24.3,24.5,39.3,75.1,29.91
20121007,281,7/10/2012,38.6,24,0,9.5,26.4,22.6,33,75.8,29.65
20121008,282,8/10/2012,36,24.1,0,6.6,16.7,23.3,39.2,77.6,28.7
20121009,283,9/10/2012,39.6,25.2,0,8,28.3,23.1,32,72.1,30.77
20121010,284,10/10/2012,39.9,24.5,0,9.6,29,22.6,30.8,73.5,30.46
20121011,285,11/10/2012,38.3,25,0,11.9,25.3,24.6,36.5,77.7,30.14
20121012,286,12/10/2012,35.3,20.4,0,10,29.3,7.2,12.6,30.1,26.16
20121013,287,13/10/2012,35.9,19.3,0,9.7,29.6,7.1,12,31.7,25.72
20121014,288,14/10/2012,37.6,18.5,0,9.6,29.5,10.6,16.3,49.8,25.89
20121015,289,15/10/2012,38.5,17.9,0,6.5,29.7,15.7,23.1,76.6,25.87
20121016,290,16/10/2012,39.4,23.4,0,10.2,26.6,23.6,33,82,29.59
20121017,291,17/10/2012,37,25.7,0,8.1,23.6,23.8,37.9,72.1,30.07
20121018,292,18/10/2012,36.9,26.2,0,6.5,22.6,26.7,42.8,78.5,30.34
20121019,293,19/10/2012,38.6,23.3,0,8.6,28.6,23,33.6,80.4,29.22
20121020,294,20/10/2012,38.9,21.3,0,8.1,28.6,23.1,33.2,91.2,28.11
20121021,295,21/10/2012,39.3,23.4,0,9.8,28.2,22.8,32.1,79.2,29.55
20121022,296,22/10/2012,39.3,24.7,0,9.9,26.4,21.3,30,68.5,30.35
20121023,297,23/10/2012,39.8,24,1.4,9,26.9,18.3,25.1,61.3,30.11
20121024,298,24/10/2012,39.1,24.7,0,10,29,23.4,33.3,75.2,30.27
20121025,299,25/10/2012,38.5,24.7,0,8.3,27.3,27.2,40,87.4,30.04
20121026,300,26/10/2012,39.3,26.5,0,10.9,26.8,26.3,37,76,31.45
20121027,301,27/10/2012,38.6,26,1.2,6.4,23.8,19.5,28.5,58,30.87
20121028,302,28/10/2012,39.2,25.4,0,9.9,26.4,28.2,39.9,87,30.74
20121029,303,29/10/2012,39.9,24.8,0,11.5,28.9,23.1,31.5,73.8,30.64
20121030,304,30/10/2012,39.6,27.3,0,8.2,29.4,27.1,37.5,74.7,32.06
20121031,305,31/10/2012,40.6,27.3,0,9.8,29.7,24.9,32.7,68.6,32.44
20121101,306,1/11/2012,40.9,26.9,0,9.2,28.1,26.8,34.6,75.6,32.31
20121102,307,2/11/2012,39.7,27.2,0,7.2,26.2,27.4,37.7,76,32.03
20121103,308,3/11/2012,36.3,24.1,19,7.7,21.9,28,46.4,93.3,28.82
20121104,309,4/11/2012,39.5,23.5,0,7.5,27.1,26.1,36.3,90.2,29.69
20121105,310,5/11/2012,38.5,25.3,0.2,7,25.9,29.6,43.5,91.8,30.4
20121106,311,6/11/2012,35.7,25.7,5.8,6.5,22.2,23.9,40.9,72.4,29.57
20121107,312,7/11/2012,36.3,25.4,0,10,26,27.2,45,83.9,29.62
20121108,313,8/11/2012,37.5,26.2,0.2,5.1,25.3,27.9,43.3,82,30.57
20121109,314,9/11/2012,33.6,23.5,1.8,7.4,11.4,26.3,50.6,90.9,27.41
20121110,315,10/11/2012,36.4,23.5,0,7.7,26.4,24.6,40.5,85,28.49
20121111,316,11/11/2012,39.1,23.2,0,9.2,29,25,35.6,88,29.35
20121112,317,12/11/2012,39.8,26.1,0,9,25.7,25.9,35.5,76.6,31.4
20121113,318,13/11/2012,40.3,26.9,0,9.5,25.8,26.3,35.1,74.2,32.08
20121114,319,14/11/2012,39,25.5,0,7.8,23.7,27.2,38.9,83.4,30.72
20121115,320,15/11/2012,37.8,25.6,0,8,24.4,27.4,41.8,83.5,30.32
20121116,321,16/11/2012,38.4,27.7,0,9.9,24.9,25.4,37.5,68.4,31.84
20121117,322,17/11/2012,38.5,26.6,0,7.7,24.9,27.9,41,80.1,31.2
20121118,323,18/11/2012,36.5,23.6,3.6,5.7,23.7,29.1,47.7,99.9,28.59
20121119,324,19/11/2012,37.4,23.8,1,7.9,26.2,27.3,42.6,92.6,29.06
20121120,325,20/11/2012,38.4,24.1,2.2,8.4,27.3,27.8,41.1,92.6,29.63
20121121,326,21/11/2012,39.8,25.9,9.6,8.5,26.8,29.1,39.9,87.1,31.28
20121122,327,22/11/2012,39.7,26.1,0,8.7,29.7,25.9,35.7,76.6,31.36
20121123,328,23/11/2012,34,25.6,0,7.5,20.5,27.4,51.5,83.5,28.85
20121124,329,24/11/2012,38.9,24.5,0,5,24.8,26.9,38.7,87.5,30.07
20121125,330,25/11/2012,39.2,24.6,1.8,10.9,29.3,28.4,40.2,91.8,30.25
20121126,331,26/11/2012,38,26.1,0,8.1,27.1,26.6,40.1,78.7,30.7
20121127,332,27/11/2012,39.2,25.2,0,7.8,24.7,23.8,33.7,74.3,30.61
20121128,333,28/11/2012,36.8,25.8,14,7.2,17.7,26.9,43.3,81,30.05
20121129,334,29/11/2012,36.8,26.2,0,8,21,27.5,44.3,80.9,30.3
20121130,335,30/11/2012,36.3,22.6,69.4,5.5,24.8,30.1,49.8,100,27.9
20121201,336,1/12/2012,36.5,24.4,2.1,7.7,25.5,29.2,47.8,95.6,29.08
20121202,337,2/12/2012,38.1,25.1,2.1,6.3,29.5,29.6,44.4,92.9,30.13
20121203,338,3/12/2012,38.6,25.3,0,7.4,29.6,29.5,43.1,91.5,30.44
20121204,339,4/12/2012,39.8,27.1,0,8.2,30.3,30.8,42.2,85.9,32.01
20121205,340,5/12/2012,39.2,26.6,0,8,29.2,28.5,40.3,81.9,31.47
20121206,341,6/12/2012,41.1,26.4,0,9.7,30.2,27.7,35.4,80.5,32.08
20121207,342,7/12/2012,40.7,28.7,0,9.6,30.1,32,41.8,81.3,33.34
20121208,343,8/12/2012,38.7,26.1,0,8.2,28.6,29.3,42.6,86.7,30.97
20121209,344,9/12/2012,36.5,25.4,4.2,6.3,20.9,30.3,49.6,93.4,29.69
20121210,345,10/12/2012,36.6,23.7,2.4,6.7,26.5,28,45.6,95.6,28.69
20121211,346,11/12/2012,38.2,24.8,1.8,6.2,27.3,28.9,43.1,92.4,29.98
20121212,347,12/12/2012,35.8,25.6,0.5,5.8,23,26.3,44.8,80.1,29.54
20121213,348,13/12/2012,38.3,24.6,0.2,9.5,29.2,28.1,41.7,90.9,29.9
20121214,349,14/12/2012,38,26.1,0,7.9,24.2,29,43.8,85.8,30.7
20121215,350,15/12/2012,35.4,25.9,13.2,5.7,21,27.9,48.5,83.5,29.57
20121216,351,16/12/2012,36,25.2,0,7.6,19.4,29.8,50.2,93,29.38
20121217,352,17/12/2012,35.5,24.1,52.4,5.5,25.1,30.4,52.6,100,28.51
20121218,353,18/12/2012,35.5,25.7,4,5.2,19.2,29.3,50.7,88.8,29.49
20121219,354,19/12/2012,36,25.3,1.8,5.8,26.1,31.2,52.5,96.8,29.44
20121220,355,20/12/2012,36.6,25.3,1.8,8,24.9,29.2,47.6,90.6,29.67
20121221,356,21/12/2012,33.4,25.2,2.4,4.7,18,29,56.4,90.5,28.37
20121222,357,22/12/2012,37.9,25.4,0,5.7,27.1,28.7,43.5,88.5,30.23
20121223,358,23/12/2012,33.8,23.5,38,5.9,21.6,30.1,57.2,100,27.48
20121224,359,24/12/2012,33.7,22.7,21,4.2,21.1,27.6,52.8,100,26.95
20121225,360,25/12/2012,36.6,25.3,0,7.5,28.9,30.5,49.7,94.6,29.67
20121226,361,26/12/2012,36.2,25,0,6.2,27,30.3,50.4,95.7,29.33
20121227,362,27/12/2012,37.4,25.7,0,7.4,28.2,28.7,44.7,86.9,30.22
20121228,363,28/12/2012,38.4,25,0.2,7.5,29.7,29.5,43.6,93.2,30.18
20121229,364,29/12/2012,38.4,24.3,0.2,9,28.9,27.9,41.2,91.9,29.75
20121230,365,30/12/2012,36.9,23.8,19.8,6.6,30.2,30.6,49,100,28.87
20121231,366,31/12/2012,37.4,25,0,7.6,30.5,30,46.8,94.7,29.8
20130101,1,1/1/2013,38,26.4,0,6.1,30.2,31.5,47.5,91.5,30.89
20130102,2,2/1/2013,37,27.4,0,5.9,23.5,30.8,49.1,84.4,31.11
20130103,3,3/1/2013,38.2,26.1,0,10.4,29.9,28.8,43,85.2,30.78
20130104,4,4/1/2013,37.1,23.6,2.4,8.8,29.5,28.5,45.2,97.9,28.82
20130105,5,5/1/2013,36.6,23.3,18.8,6,29.3,26.6,43.3,93,28.44
20130106,6,6/1/2013,38.1,24.9,0,7.9,30.2,29.6,44.4,94,30
20130107,7,7/1/2013,37.2,24.7,0,10.9,28.8,27.4,43.2,88.1,29.53
20130108,8,8/1/2013,37.8,24.6,1.2,7.5,26.8,29.9,45.6,96.7,29.7
20130109,9,9/1/2013,37.5,26.2,0,8.1,29.5,29.1,45.1,85.6,30.57
20130110,10,10/1/2013,37.6,27,0,8.5,29.1,29.4,45.3,82.5,31.1
20130111,11,11/1/2013,37.9,22.4,6,7.9,29.9,32.4,49.2,100,28.39
20130112,12,12/1/2013,38,26.5,0,9.8,28.3,30.9,46.6,89.3,30.95
20130113,13,13/01/2013,36.7,26,0,7.9,22.5,28.3,45.8,84.2,30.14
20130114,14,14/01/2013,37.5,25,1.6,7.3,26.6,30.1,46.7,95,29.83
20130115,15,15/01/2013,36.9,24.4,0,6.7,25.8,29.3,46.9,95.9,29.23
20130116,16,16/01/2013,38.5,25.6,0,8.5,27.8,32.5,47.7,99,30.59
20130117,17,17/01/2013,35.3,23.7,6.8,9.2,25.3,29.4,51.4,100,28.19
20130118,18,18/01/2013,31.5,22.8,42.6,5.3,20.8,28.1,60.8,100,26.16
20130119,19,19/01/2013,33.9,23.6,0,7.5,18.1,29.7,56.1,100,27.58
20130120,20,20/01/2013,32.9,24,42,6.4,20.9,30.4,60.8,100,27.44
20130121,21,21/01/2013,35.4,24.4,46.4,7.8,22,32.7,56.9,100,28.65
20130122,22,22/01/2013,35.7,23,0.4,5.4,19.9,33.2,56.8,100,27.91
20130123,23,23/01/2013,37.3,26,0,8,28.5,34.4,53.9,100,30.37
20130124,24,24/01/2013,37.3,27.6,0,7.7,27,34.7,54.4,94,31.35
20130125,25,25/01/2013,39,27.1,0,8,29.7,35.2,50.3,98.2,31.7
20130126,26,26/01/2013,38.7,28.3,0,8,27.4,35.7,51.9,92.8,32.32
20130127,27,27/01/2013,38.7,27.6,0,6.2,28.1,34.4,50,93.2,31.89
20130128,28,28/01/2013,36,24.9,0,7.9,27.1,27.6,46.5,87.7,29.19
20130129,29,29/01/2013,36.5,21.7,11.2,9.2,27.7,27.6,45.2,100,27.42
20130130,30,30/01/2013,36.1,24.6,0,4.5,23.5,29.2,48.9,94.4,29.05
20130131,31,31/01/2013,37.5,24.3,0,8.1,29.7,27.7,43,91.2,29.4
20130201,32,1/2/2013,37.6,24,0,8.1,28.8,28.3,43.6,94.9,29.26
20130202,33,2/2/2013,36.9,23.3,0,7.6,30.1,26.8,42.9,93.7,28.56
20130203,34,3/2/2013,38,23.2,0,8.6,29.2,26.3,39.7,92.5,28.92
20130204,35,4/2/2013,38.1,24.3,0,9.4,29.8,27.8,41.7,91.5,29.64
20130205,36,5/2/2013,39.1,21,0,7.7,30.1,24,34.1,96.5,28
20130206,37,6/2/2013,38.2,23.6,0,8.3,28.3,31,46.3,100,29.25
20130207,38,7/2/2013,37.2,26.1,0,7.2,26.7,27.9,44,82.5,30.39
20130208,39,8/2/2013,36,22.6,1.2,6.6,28.1,25.8,43.4,94.1,27.78
20130209,40,9/2/2013,35.8,24.1,0,7.8,23.6,27.7,47.1,92.3,28.62
20130210,41,10/2/2013,36.4,24.7,0,8.5,23.8,28.7,47.3,92.3,29.22
20130211,42,11/2/2013,35.9,23.9,3.8,8.6,24.7,30.7,52,100,28.54
20130212,43,12/2/2013,32.7,22.9,24,5.1,10.5,29.7,60,100,26.69
20130213,44,13/02/2013,35.5,23.4,12,8.1,25.6,30.7,53.1,100,28.08
20130214,45,14/02/2013,36.1,24.7,0,7.7,26.4,28.7,48,92.3,29.11
20130215,46,15/02/2013,35,25.2,0,6.4,22.4,31.3,55.7,97.7,28.99
20130216,47,16/02/2013,34.8,22.7,28.2,6.2,23.9,30.9,55.6,100,27.38
20130217,48,17/02/2013,35.5,25.3,0.2,5.2,24.8,30.1,52.1,93.4,29.24
20130218,49,18/02/2013,35.2,22.2,16,4.1,24.5,30.5,53.6,100,27.23
20130219,50,19/02/2013,34.9,24.9,0,8.8,21.8,31.6,56.5,100,28.77
20130220,51,20/02/2013,35.2,22.9,41,6,23.1,31.9,56.1,100,27.66
20130221,52,21/02/2013,33.5,24.1,3,8,16.6,31.8,61.5,100,27.74
20130222,53,22/02/2013,33.5,24.2,35,4.1,15.1,33,63.8,100,27.8
20130223,54,23/02/2013,34,23.6,7,4.1,19.3,32.4,60.9,100,27.62
20130224,55,24/02/2013,35.5,25.3,0,7.2,27.2,29.5,51,91.5,29.24
20130225,56,25/02/2013,36.5,25.6,0,6.3,25.5,30.9,50.6,94.2,29.82
20130226,57,26/02/2013,35.9,24.6,0,4.5,22.4,31.6,53.5,100,28.97
20130227,58,27/02/2013,35.7,24.8,0,7.5,26,32.4,55.4,100,29.02
20130228,59,28/02/2013,34.4,24.6,0,4.5,22.4,30.4,55.9,98.3,28.39
20130301,60,1/3/2013,34.5,24.8,0,6.4,21.7,30.7,56.1,98.1,28.55
20130302,61,2/3/2013,31,25.2,0,3.7,7.7,32.6,72.6,100,27.44
20130303,62,3/3/2013,35.5,25.4,0.8,5.7,24.5,33.4,57.8,100,29.31
20130304,63,4/3/2013,32.9,22.1,86,4.3,20.4,31,62,100,26.28
20130305,64,5/3/2013,35.1,24.4,0,7.5,24.1,32.8,58,100,28.54
20130306,65,6/3/2013,35.4,24.2,0,6.8,26.7,35.4,61.6,100,28.53
20130307,66,7/3/2013,35.4,24.5,0,6.4,24.8,32.4,56.4,100,28.72
20130308,67,8/3/2013,36,25.2,0,6.8,25,30,50.5,93.6,29.38
20130309,68,9/3/2013,33,22.1,15.6,4.5,20.9,26.7,53.1,100,26.32
20130310,69,10/3/2013,35.8,22.4,0,6.2,22,32.1,54.6,100,27.58
20130311,70,11/3/2013,34.6,23.7,0.4,6.3,22.9,30.3,55.1,100,27.92
20130312,71,12/3/2013,34.9,24,0,4.6,22.5,29.8,53.3,99.9,28.22
20130313,72,13/03/2013,37.1,23.5,0,6.3,27.3,29.2,46.3,100,28.76
20130314,73,14/03/2013,36.7,23,0,6.4,25.9,26.9,43.6,95.8,28.3
20130315,74,15/03/2013,37.2,25,0,8.8,25.7,31.4,49.5,99.2,29.72
20130316,75,16/03/2013,37.1,23.5,2.2,7.1,26.7,27.1,42.9,93.6,28.76
20130317,76,17/03/2013,36.6,23,0,5.5,27,28.2,45.9,100,28.26
20130318,77,18/03/2013,36.7,22.7,0,7.6,27.2,28.4,46,100,28.11
20130319,78,19/03/2013,36.8,23.3,0,8.6,25.7,27.5,44.3,96.2,28.52
20130320,79,20/03/2013,37.1,24.6,0,4.8,26.4,27.1,42.9,87.6,29.43
20130321,80,21/03/2013,37.8,24.1,0,6.4,26.9,27.9,42.6,93,29.4
20130322,81,22/03/2013,37.6,24.5,0,8.9,25.9,28.6,44.1,93,29.57
20130323,82,23/03/2013,36.3,23.8,0,6.3,23.9,27.8,46,94.3,28.63
20130324,83,24/03/2013,32.5,24.3,0,6.5,16.3,28.5,58.3,93.8,27.47
20130325,84,25/03/2013,34.8,23.2,0,5.7,20.1,27.8,50,97.8,27.69
20130326,85,26/03/2013,32.7,23.6,0,5.1,14.1,28.5,57.6,97.9,27.12
20130327,86,27/03/2013,33.5,24.8,0.4,4.3,15.5,29,56.1,92.7,28.16
20130328,87,28/03/2013,28.2,23.8,86.6,3.7,9.2,30.7,80.3,100,25.5
20130329,88,29/03/2013,29.3,23.6,63,3.2,11,30.2,74.1,100,25.8
20130330,89,30/03/2013,25.8,24,36,4,2,29.7,89.4,99.6,24.7
20130331,90,31/03/2013,28,24.2,33.2,5.2,5.8,30.6,81,100,25.67
20130401,91,1/4/2013,29.3,23.2,95.2,1.9,10.7,29.5,72.4,100,25.56
20130402,92,2/4/2013,33.3,24.3,0.4,3.7,18.6,28.9,56.5,95.2,27.78
20130403,93,3/4/2013,33.3,24.3,6.4,7.5,22.1,29.4,57.5,96.8,27.78
20130404,94,4/4/2013,34.3,23,0,6.9,24.8,24,44.4,85.5,27.37
20130405,95,5/4/2013,34.4,23.6,2.6,5.9,23.5,29.4,54.1,100,27.78
20130406,96,6/4/2013,33,23.9,0,5.4,20.3,28.4,56.5,95.8,27.42
20130407,97,7/4/2013,34.2,22.7,0,6.5,23.5,27.7,51.5,100,27.15
20130408,98,8/4/2013,34.3,21.6,0,6.7,24,25.9,47.9,100,26.51
20130409,99,9/4/2013,35,22.1,0,7.2,24.3,29,51.6,100,27.09
20130410,100,10/4/2013,34.2,20.7,0,7.7,25.2,18.7,34.8,76.6,25.92
20130411,101,11/4/2013,33.6,18.4,0,6.5,25.5,15.5,29.8,73.3,24.28
20130412,102,12/4/2013,33.2,17,0,7.8,25.7,18.7,36.8,96.6,23.26
20130413,103,13/04/2013,33.1,16.2,0,6,24.4,18.6,36.8,100,22.74
20130414,104,14/04/2013,34.7,19.3,0,5.4,24,21.8,39.4,97.4,25.26
